# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 0, # of real_var = -1, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-4.020381e-01	-4.003214e-01	
0.000000e+00	-9.997682e-01	
-2.268245e-02	-8.960707e-01	
0.000000e+00	-9.997682e-01	
-4.306377e-02	-8.493680e-01	
-2.268245e-02	-8.950236e-01	
-6.870480e-02	-8.049986e-01	
-2.731755e-01	-5.610921e-01	
-1.328074e-01	-7.562907e-01	
-9.393491e-02	-7.591055e-01	
-3.036654e-01	-5.531005e-01	
-3.726989e-01	-4.563665e-01	
-3.717949e-01	-5.036068e-01	
-2.070184e-01	-6.277995e-01	
-2.560815e-01	-5.910230e-01	
-6.870480e-02	-8.404935e-01	
-2.714497e-01	-5.736275e-01	
-4.462525e-02	-8.419244e-01	
-1.517916e-01	-7.166869e-01	
-2.209073e-01	-6.025712e-01	
-1.328074e-01	-7.252981e-01	
-1.722551e-01	-6.832709e-01	
-6.870480e-02	-8.372513e-01	
-1.517916e-01	-7.155066e-01	
-1.722551e-01	-7.117681e-01	
-8.867521e-02	-8.006893e-01	
-1.925542e-01	-6.808032e-01	
-3.036654e-01	-5.355136e-01	
-2.560815e-01	-5.921604e-01	
-1.328074e-01	-7.551681e-01	
-3.251151e-01	-5.287850e-01	
-2.393162e-01	-5.971463e-01	
-1.328074e-01	-7.252981e-01	
-2.070184e-01	-6.518538e-01	
-1.722551e-01	-6.867099e-01	
-3.599606e-01	-5.105235e-01	
-1.925542e-01	-6.798938e-01	
-1.925542e-01	-6.548863e-01	
-1.722551e-01	-7.108586e-01	
-1.925542e-01	-6.542272e-01	
-2.070184e-01	-6.474244e-01	
-3.714661e-01	-5.057857e-01	
-3.343195e-01	-5.204247e-01	
-3.990796e-01	-4.122765e-01	
-3.853550e-01	-4.148593e-01	
-2.208251e-01	-6.254341e-01	
-2.339744e-01	-5.999203e-01	
-8.867521e-02	-7.895665e-01	
-8.867521e-02	-7.681120e-01	
-3.148422e-01	-5.353409e-01	
-3.727811e-01	-4.505751e-01	
-3.805884e-01	-4.258779e-01	
-3.845332e-01	-4.236067e-01	
-3.036654e-01	-5.499062e-01	
-3.195266e-01	-5.289343e-01	
-2.209073e-01	-6.185034e-01	
-8.867521e-02	-7.681120e-01	
-9.393491e-02	-7.591055e-01	
-4.020381e-01	-4.016610e-01	
-2.731755e-01	-5.709265e-01	
-3.990796e-01	-4.122765e-01	
-3.450855e-01	-5.171537e-01	
-3.523176e-01	-5.129407e-01	
-3.744247e-01	-4.387174e-01	
-3.569198e-01	-5.111897e-01	
-3.148422e-01	-5.309388e-01	
-3.763971e-01	-4.304446e-01	
-3.763971e-01	-4.317842e-01	
-8.867521e-02	-7.995674e-01	
-2.339744e-01	-5.999203e-01	
-2.393162e-01	-5.971463e-01	
-3.343195e-01	-5.194235e-01	
-8.867521e-02	-7.895665e-01	
-3.853550e-01	-4.148593e-01	
-3.744247e-01	-4.387174e-01	
-4.462525e-02	-8.440936e-01	
-3.404832e-01	-5.192252e-01	
-3.450855e-01	-5.171537e-01	
-3.404832e-01	-5.192252e-01	
-3.523176e-01	-5.129407e-01	
